post_id,date,platform,topic,keywords,hashtags,sentiment,sentiment_score,user_type,age_group,region,followers_count,views,likes,comments,shares
P109247,2025-05-02,LinkedIn,Politics,"policy, voting, campaign","#Vote, #Protest, #PolicyReform",Positive,0.925,Regular User,35-44,Australia/Oceania,761,24,2,0.0,0
P100857,2025-11-20,LinkedIn,Health & Wellness,fitness routine,"#PublicHealth, #Yoga",Negative,-0.189,Regular User,13-17,Europe,215,9,0,0.0,0
P105811,2025-02-25,Facebook,Politics,"election, legislation","#Democracy, #Election2025",Neutral,0.133,Verified/Celebrity,18-24,Europe,17750657,99990,4026,787.0,279
P108390,2025-06-18,Twitter/X,Sports,coach,"#GameDay, #Transfer, #Sports",Negative,-0.33,Micro-Influencer,18-24,Africa,19617,198,10,0.0,3
P101717,2025-09-04,TikTok,Business & Finance,"crypto, interest rates",#Layoffs,Neutral,-0.052,Micro-Influencer,35-44,Europe,32659,2402,282,29.0,25
P107518,2025-07-21,Instagram,Sports,"transfer news, injury update, world cup","#Championship, #TeamSpirit, #Sports",Negative,-0.385,Regular User,25-34,Europe,1957,128,5,3.0,1
P104108,2025-06-23,Instagram,Climate & Environment,conservation,"#Sustainability, #RenewableEnergy",Negative,-0.324,Macro-Influencer,25-34,Africa,424397,13097,926,298.0,92
P102516,2025-01-14,Facebook,Politics,"election, protest","#Vote, #Budget2025, #Protest",Neutral,-0.137,Regular User,25-34,Australia/Oceania,1544,35,2,0.0,0
P107026,2025-04-05,Facebook,Health & Wellness,"public health, wellness tips, nutrition",#Yoga,Negative,-0.151,Regular User,13-17,Europe,1938,14,0,0.0,0
P104445,2025-02-18,Facebook,Entertainment,"streaming, trailer, album drop",#StreamingNow,Positive,0.307,Micro-Influencer,45-54,Middle East,35630,452,26,6.0,3
P106959,2025-02-12,TikTok,Sports,transfer news,"#Championship, #Sports",Neutral,0.021,Brand Account,13-17,South Asia,1197763,18674,1155,168.0,130
P100193,2025-06-19,Instagram,Politics,voting,"  #protest, #democracy ",Positive,0.375,Micro-Influencer,25-34,South Asia,5513,359,30,3.0,6
P109511,2025-04-17,Instagram,Business & Finance,"stock market, earnings report, layoffs","#Finance, #IPO, #Layoffs",Negative,-0.667,Regular User,25-34,North America,1358,149,7,1.0,2
P101397,2025-04-08,LinkedIn,Health & Wellness,public health,"#SelfCare, #Fitness, #MentalHealthMatters",Positive,0.632,Regular User,35-44,Africa,279,22,3,0.0,0
P107929,2025-04-12,LinkedIn,Politics,voting,"#Vote, #Protest",Positive,0.504,Micro-Influencer,45-54,,4976,114,10,1.0,1
P103438,2025-09-18,Facebook,Politics,"budget, voting, campaign","#Government, #Vote, #Democracy",Negative,-0.448,Regular User,25-34,Middle East,91,14,1,0.0,0
P109990,2025-09-12,TikTok,Entertainment,"trailer, album drop, box office",#AwardSeason,Positive,0.163,Regular User,18-24,Europe,436,57,7,0.0,0
P105943,2025-10-07,TikTok,Health & Wellness,mental health,#Wellness,Negative,-0.279,Regular User,25-34,North America,1752,280,29,4.0,5
P110274,2025-12-10,Instagram,Health & Wellness,sleep health,"#MentalHealthMatters, #Yoga",Negative,-0.326,Regular User,45-54,South America,1469,88,4,1.0,0
P105563,2025-09-30,YouTube,Climate & Environment,"climate change, heatwave","#ClimateAction, #Conservation",Neutral,-0.116,Regular User,25-34,Australia/Oceania,1598,39,3,0.0,0
P111744,2025-01-18,LinkedIn,Business & Finance,layoffs,"#Finance, #Crypto, #Inflation",Neutral,0.082,Regular User,18-24,South America,231,7,0,0.0,0
P110161,2025-11-19,Facebook,Business & Finance,"interest rates, inflation, stock market","#StockMarket, #Finance",Negative,-0.185,Macro-Influencer,35-44,South Asia,344884,5877,640,42.0,61
P109768,2025-11-28,TikTok,Education,"edtech, student loans, school reopening","#Education, #Scholarship",Negative,-0.315,Regular User,45-54,Middle East,1765,19,1,0.0,0
P102306,2025-05-21,Facebook,Politics,"policy, protest","#Budget2025, #Government",Negative,-0.846,Regular User,18-24,Southeast Asia,65,22,1,0.0,0
P108426,2025-10-26,TikTok,Sports,"championship, transfer news","#Sports, #WorldCup, #Transfer",Neutral,-0.133,Micro-Influencer,35-44,Africa,16188,751,29,3.0,0
P102438,2025-05-25,Instagram,Entertainment,"box office, trailer","#MovieNight, #CelebNews, #Concert",Positive,1.0,Regular User,25-34,Europe,1981,167,14,0.0,1
P104189,2025-08-18,Twitter/X,Technology,robotics,"#5G, #CyberSecurity, #Gadgets",Negative,-0.837,Regular User,45-54,South America,957,27,1,0.0,0
P102800,2025-06-10,Facebook,Climate & Environment,"renewable energy, heatwave, climate change","#GoGreen, #ClimateChange, #Sustainability",Neutral,-0.024,Regular User,18-24,Australia/Oceania,1493,31,2,0.0,0
P111648,2025-01-06,Twitter/X,Business & Finance,startup funding,"#Crypto, #Layoffs",Negative,-0.241,Regular User,13-17,North America,112,14,0,0.0,0
P111224,2025-03-02,YouTube,Politics,government,"  #policyreform, #government, #vote ",Positive,0.734,Regular User,25-34,South Asia,1801,166,19,2.0,2
P108464,2025-04-12,TikTok,Entertainment,"award show, box office, concert","#MovieNight, #Concert",Neutral,0.034,Micro-Influencer,18-24,North America,40862,528,17,3.0,4
P106309,2025-03-09,TikTok,Climate & Environment,carbon emissions,"#Conservation, #GoGreen",Negative,-0.427,Regular User,25-34,Southeast Asia,958,19,95,0.0,0
P108241,2025-05-04,TikTok,Business & Finance,inflation,"#Finance, #Crypto",Positive,0.322,Macro-Influencer,13-17,Southeast Asia,185828,15891,595,95.0,114
P102071,2025-04-22,TikTok,Entertainment,"movie release, album drop, trailer","#MovieNight, #Concert, #AwardSeason",Positive,0.589,Regular User,25-34,Australia/Oceania,712,17,2,0.0,0
P100755,2025-01-04,Instagram,Sports,"coach, transfer news","#Championship, #TeamSpirit, #Sports",Neutral,-0.069,Brand Account,25-34,Europe,599577,25313,2220,361.0,198
P109042,2025-04-03,Instagram,Climate & Environment,"conservation, flooding, renewable energy","#ClimateAction, #GoGreen",Neutral,-0.039,Verified/Celebrity,35-44,Europe,2535887,83876,8168,1450.0,959
P103052,2025-12-29,TikTok,Business & Finance,interest rates,#IPO,Neutral,0.061,Regular User,35-44,North America,1169,28,2,0.0,0
P102872,2025-01-04,Facebook,Business & Finance,"earnings report, stock market, interest rates","#Economy, #Inflation, #StockMarket",Negative,-0.226,Micro-Influencer,25-34,South America,34121,333,36,5.0,0
P111044,2025-11-09,YouTube,Sports,coach,"#MatchDay, #WorldCup",Neutral,0.091,Micro-Influencer,45-54,Southeast Asia,7021,382,31,3.0,0
P104691,2025-10-07,YouTube,Technology,startup,  #gadgets ,NEUTRAL,-0.057,Regular User,55+,Africa,386,13,0,0.0,0
P107829,2025-12-18,LinkedIn,Business & Finance,"stock market, inflation","#Layoffs, #IPO, #Inflation",Neutral,0.013,Regular User,13-17,Southeast Asia,124,6,0,0.0,0
P106580,2025-03-13,LinkedIn,Climate & Environment,"flooding, conservation","#Conservation, #ClimateChange",Negative,-0.628,Micro-Influencer,35-44,Southeast Asia,31166,157,11,3.0,0
P100237,2025-11-30,TikTok,Climate & Environment,"heatwave, renewable energy","#RenewableEnergy, #Conservation",Neutral,-0.09,Regular User,18-24,Southeast Asia,1560,227,26,3.0,0
P108306,2025-12-26,Instagram,Politics,"election, budget",#Election2025,Negative,-0.22,Regular User,25-34,Africa,1927,56,5,1.0,0
P110547,2025-10-07,Instagram,Health & Wellness,sleep health,"#MentalHealthMatters, #Nutrition, #Wellness",Neutral,-0.105,Regular User,45-54,Southeast Asia,350,8,0,0.0,0
P105499,2025-01-25,Instagram,Business & Finance,"inflation, interest rates, crypto",#IPO,Neutral,-0.142,Macro-Influencer,18-24,Southeast Asia,339378,5240,352,57.0,17
P102713,2025-05-24,Instagram,Climate & Environment,"flooding, conservation, renewable energy",#Conservation,Positive,0.416,Regular User,55+,Australia/Oceania,1438,84,10,1.0,0
P103272,2025-08-07,LinkedIn,Business & Finance,"earnings report, stock market","  #ipo, #inflation ",Negative,-0.555,Regular User,35-44,South America,804,17,1,0.0,0
P100782,2025-05-11,TikTok,Business & Finance,"interest rates, inflation","#StockMarket, #IPO, #Crypto",Negative,-0.511,Regular User,35-44,Middle East,203,16,0,0.0,0
P109101,2025-10-02,YouTube,Business & Finance,IPO,"#Inflation, #Economy, #IPO",Neutral,-0.083,Regular User,25-34,Australia/Oceania,1142,24,2,0.0,0
P101453,2025-08-19,Instagram,Business & Finance,"interest rates, earnings report, IPO","#Inflation, #StockMarket, #Economy",Neutral,0.056,Micro-Influencer,35-44,,30379,389,32,6.0,3
P110536,2025-03-31,LinkedIn,Politics,"voting, government",#Election2025,Neutral,0.074,Micro-Influencer,35-44,Africa,2441,21,2,0.0,0
P111456,2025-07-25,TikTok,Business & Finance,"startup funding, layoffs, crypto",#Crypto,Negative,-0.924,Micro-Influencer,13-17,Africa,46920,2672,134,8.0,38
P110479,2025-10-30,Twitter/X,Education,"exam results, student loans, online learning","#OnlineLearning, #Education, #Scholarship",Positive,0.599,Regular User,,Southeast Asia,285,21,1,0.0,0
P105569,2025-07-27,TikTok,Entertainment,"award show, box office, movie release","#BoxOffice, #MovieNight, #NewAlbum",Neutral,-0.033,Micro-Influencer,35-44,Europe,30474,105,4,0.0,0
P106918,2025-01-08,TikTok,Sports,transfer news,"#WorldCup, #MatchDay",Positive,0.54,Macro-Influencer,,South America,159404,5055,306,35.0,60
P106849,2025-07-20,YouTube,Entertainment,"celebrity, series finale",#CelebNews,Positive,0.516,Verified/Celebrity,25-34,Australia/Oceania,12897893,999593,109714,6949.0,8183
P111728,2025-04-12,LinkedIn,Entertainment,series finale,"#AwardSeason, #CelebNews",Neutral,-0.136,Brand Account,25-34,South Asia,1613049,31975,2738,319.0,252
P102501,2025-07-03,Facebook,Business & Finance,"stock market, earnings report, layoffs",#IPO,Neutral,0.087,Micro-Influencer,18-24,Australia/Oceania,27745,405,35,5.0,1
P101593,2025-07-24,LinkedIn,Technology,"AI, gadgets",#FutureTech,Neutral,0.08,Regular User,25-34,Southeast Asia,1269,9,0,0.0,0
P106067,2025-04-28,Facebook,Business & Finance,"interest rates, inflation","#Finance, #StockMarket",Negative,-0.71,Verified/Celebrity,18-24,Africa,17377867,683196,81971,16107.0,5492
P108590,2025-07-02,LinkedIn,Technology,cybersecurity,"#FutureTech, #AI, #TechNews",Positive,0.197,Regular User,25-34,,1019,9,1,0.0,0
P108922,2025-08-23,LinkedIn,Sports,tournament,"#TeamSpirit, #Sports",Positive,0.344,Macro-Influencer,18-24,Europe,82807,453,37,4.0,8
P105004,2025-10-23,TikTok,Climate & Environment,"heatwave, renewable energy","#ClimateChange, #GoGreen, #Conservation",Positive,0.594,Regular User,25-34,Europe,723,109,15,1.0,1
P104039,2025-08-24,Twitter/X,Politics,"election, policy","#Budget2025, #Government, #Vote",Neutral,-0.143,Regular User,13-17,Australia/Oceania,1753,93,2,1.0,0
P102895,2025-07-18,Twitter/X,Education,"student loans, online learning","#Education, #EdTech, #Scholarship",Positive,0.19,Macro-Influencer,35-44,,127005,3165,487,10.0,31
P106064,2025-01-01,Facebook,Politics,"protest, election, reform","#Election2025, #Government",Negative,-0.445,Macro-Influencer,55+,South Asia,494090,9916,516,190.0,57
P106353,2025-02-13,YouTube,Education,"school reopening, edtech","#OnlineLearning, #Scholarship",Neutral,0.017,Brand Account,25-34,Australia/Oceania,745922,13145,1250,100.0,117
P100752,2025-10-03,Twitter/X,Politics,"policy, voting, legislation","#Vote, #Government, #PolicyReform",Negative,-0.216,Macro-Influencer,35-44,Australia/Oceania,163545,2373,72,49.0,45
P102135,2025-02-12,TikTok,Climate & Environment,"heatwave, sustainability","#Sustainability, #ClimateChange",Neutral,0.081,Micro-Influencer,45-54,Africa,8901,243,22,1.0,2
P106844,2025-12-21,LinkedIn,Sports,"match result, world cup, league table","#Championship, #MatchDay, #GameDay",Positive,0.162,Regular User,25-34,South Asia,1149,41,2,0.0,0
P103860,2025-04-23,YouTube,Business & Finance,"startup funding, earnings report",#Economy,Negative,-0.458,Regular User,25-34,Australia/Oceania,72,15,0,0.0,0
P109335,2025-05-07,LinkedIn,Politics,debate,  #policyreform ,Negative,-0.343,Regular User,55+,Australia/Oceania,1185,33,3,0.0,0
P106698,2025-11-30,Facebook,Health & Wellness,mental health,"#MentalHealthMatters, #Fitness, #Nutrition",POSITIVE,0.485,Micro-Influencer,45-54,Africa,35951,601,48,11.0,6
P110412,2025-01-21,Instagram,Education,"exam results, curriculum","#Scholarship, #Education, #EdTech",Positive,0.354,Regular User,25-34,Europe,1233,134,19,1.0,1
P102161,2025-06-21,TikTok,Health & Wellness,nutrition,#PublicHealth,NEGATIVE,-0.365,Regular User,45-54,North America,722,90,8,1.0,1
P102115,2025-05-21,Twitter/X,Sports,league table,"#Championship, #TeamSpirit",Positive,0.426,Regular User,25-34,North America,1392,24,3,0.0,0
P101873,2025-11-25,Facebook,Health & Wellness,wellness tips,"#Fitness, #Yoga",Neutral,-0.041,Regular User,13-17,South Asia,1101,14,0,0.0,0
P109566,2025-03-20,TikTok,Entertainment,celebrity,  #boxoffice ,Positive,0.89,Micro-Influencer,25-34,Africa,29410,4902,383,42.0,90
P104043,2025-05-13,Instagram,Politics,voting,#Government,Negative,-0.474,Regular User,25-34,South Asia,1411,82,2,0.0,0
P108404,2025-07-17,Instagram,Politics,"campaign, budget","#PolicyReform, #Budget2025",Neutral,-0.107,Regular User,45-54,Australia/Oceania,894,13,0,0.0,0
P100536,2025-08-29,Instagram,Education,"school reopening, exam results","#Education, #StudentLife, #Exams",Neutral,-0.059,Verified/Celebrity,18-24,Middle East,2956126,92287,7329,1186.0,779
P107750,2025-09-17,Facebook,Health & Wellness,"vaccine, nutrition","#Yoga, #Wellness",Neutral,-0.039,Regular User,25-34,,374,6,0,0.0,0
P107891,2025-03-19,LinkedIn,Politics,"debate, campaign, protest","#Government, #Protest, #Democracy",Negative,-0.62,Regular User,55+,South America,654,19,0,0.0,0
P109161,2025-10-06,YouTube,Technology,"data privacy, AI, cybersecurity",#5G,Positive,0.462,Micro-Influencer,35-44,North America,39384,1609,68,6.0,14
P108670,2025-06-14,TikTok,Health & Wellness,"public health, nutrition, wellness tips","#Wellness, #Fitness, #Yoga",Negative,-0.392,Regular User,18-24,South America,1443,102,4,0.0,0
P111613,2025-04-09,YouTube,Entertainment,"award show, box office, streaming",#BoxOffice,Positive,0.347,Micro-Influencer,18-24,North America,23336,1357,135,10.0,13
P109826,2025-03-01,Instagram,Business & Finance,"startup funding, interest rates, earnings report",#Crypto,Neutral,-0.055,Macro-Influencer,18-24,North America,413696,17071,1728,53.0,54
P105352,2025-03-17,YouTube,Politics,protest,"#Budget2025, #Democracy, #Protest",Neutral,0.011,Regular User,25-34,Europe,608,27,1,0.0,0
P111675,2025-03-07,Twitter/X,Health & Wellness,"yoga, nutrition",#Yoga,Positive,0.247,Regular User,25-34,North America,952,10,1,0.0,0
P110762,2025-04-22,Instagram,Health & Wellness,mental health,"#PublicHealth, #MentalHealthMatters",Neutral,-0.105,Regular User,25-34,South Asia,1894,209,12,2.0,1
P106333,2025-12-22,Facebook,Business & Finance,"inflation, layoffs, startup funding","#Layoffs, #StockMarket, #Inflation",Negative,-0.18,Micro-Influencer,35-44,South America,13525,354,9,1.0,2
P107472,2025-07-25,Facebook,Climate & Environment,"sustainability, conservation",#Sustainability,Negative,-0.47,Macro-Influencer,18-24,Australia/Oceania,289120,16956,597,80.0,168
P106444,2025-05-25,LinkedIn,Technology,"cloud computing, robotics, app update","#5G, #AI, #Gadgets",Positive,0.542,Regular User,35-44,Australia/Oceania,920,29,3,0.0,0
P105327,2025-08-09,Twitter/X,Entertainment,series finale,#CelebNews,Positive,0.609,Regular User,45-54,Middle East,336,27,3,0.0,0
P110803,2025-03-17,Twitter/X,Health & Wellness,"sleep health, yoga, fitness routine","#Fitness, #Nutrition",Positive,0.338,Regular User,25-34,Australia/Oceania,346,12,0,0.0,0
P105098,2025-05-03,Instagram,Sports,"league table, tournament","#Transfer, #WorldCup",Positive,0.628,Regular User,18-24,South Asia,282,18,0,0.0,0
P106513,2025-04-29,YouTube,Education,"scholarship, student loans","#EdTech, #Exams",Neutral,0.023,Regular User,35-44,South America,1521,48,2,0.0,0
P103246,2025-05-28,Facebook,Education,scholarship,"#OnlineLearning, #Education",Neutral,0.026,Micro-Influencer,18-24,Australia/Oceania,45854,121,2,1.0,1
P100967,2025-11-02,Twitter/X,Education,online learning,"  #studentlife, #onlinelearning ",Negative,-0.468,Regular User,18-24,South Asia,468,15,0,0.0,0
P101126,2025-03-02,Facebook,Business & Finance,"crypto, stock market, earnings report",#Inflation,Negative,-0.287,Regular User,35-44,Europe,1391,11,1,0.0,0
P110724,2025-06-19,Facebook,Business & Finance,"interest rates, startup funding","#Crypto, #Layoffs, #Inflation",Neutral,0.076,Regular User,25-34,Middle East,358,7,0,0.0,0
P102557,2025-03-11,LinkedIn,Education,"online learning, school reopening, student loans","#OnlineLearning, #StudentLife, #EdTech",Positive,0.421,Regular User,35-44,South Asia,860,35,1,0.0,0
P100990,2025-12-10,Instagram,Technology,cybersecurity,#FutureTech,Positive,0.223,Regular User,18-24,Australia/Oceania,1354,86,3,1.0,1
P102947,2025-08-05,YouTube,Entertainment,"series finale, box office, streaming","#Concert, #CelebNews",Positive,0.178,Macro-Influencer,35-44,Australia/Oceania,458940,20123,866,398.0,159
P101374,2025-07-16,TikTok,Education,"school reopening, online learning, edtech",#Scholarship,Positive,0.834,Micro-Influencer,25-34,Africa,8261,1359,44,20.0,15
P109459,2025-04-17,Twitter/X,Sports,"injury update, tournament, championship",#MatchDay,Positive,0.399,Regular User,18-24,Southeast Asia,532,13,1,0.0,0
P111511,2025-07-10,TikTok,Entertainment,"award show, movie release","#BoxOffice, #NewAlbum",Neutral,-0.147,Macro-Influencer,55+,Australia/Oceania,326998,5353,456,42.0,32
P107309,2025-10-06,LinkedIn,Sports,transfer news,"#Sports, #Transfer",Neutral,0.048,Regular User,35-44,Southeast Asia,532,6,0,0.0,0
P110139,2025-08-24,Twitter/X,Politics,"legislation, budget, protest",#PolicyReform,Negative,-0.582,Brand Account,25-34,Southeast Asia,2877633,49850,2065,337.0,98
P111103,2025-03-19,TikTok,Education,"exam results, student loans, edtech","#Scholarship, #OnlineLearning, #Education",Positive,0.237,Regular User,55+,Africa,418,24,3,0.0,0
P106292,2025-04-30,Facebook,Education,scholarship,"#Education, #Exams",Positive,0.447,Regular User,18-24,South Asia,1470,50,1,0.0,0
P107581,2025-01-12,Instagram,Technology,"5G, ChatGPT","#FutureTech, #AI",Positive,0.545,Regular User,25-34,Middle East,1042,31,3,0.0,0
P106366,2025-01-14,YouTube,Health & Wellness,"mental health, fitness routine, nutrition",#Nutrition,Positive,0.376,Regular User,18-24,Europe,1435,48,2,0.0,0
P104503,2025-02-20,LinkedIn,Technology,data privacy,#CyberSecurity,Neutral,0.147,Regular User,45-54,Southeast Asia,230,8,0,0.0,0
P110437,2025-01-08,LinkedIn,Business & Finance,"earnings report, inflation","#Finance, #IPO",Negative,-0.368,Regular User,13-17,North America,335,13,0,0.0,0
P101473,2025-05-06,Facebook,Business & Finance,stock market,"#Finance, #Inflation",Positive,0.34,Regular User,25-34,North America,400,29,1,0.0,0
P107563,2025-10-17,YouTube,Entertainment,"movie release, box office","#NewAlbum, #MovieNight, #StreamingNow",Positive,0.213,Regular User,45-54,Middle East,800,85,12,1.0,1
